Harga Sewa;Lokasi;Kamar Tidur;Kamar Mandi;Luas Tanah;Luas Bangunan;Carport;Sertifikat;Daya Listrik;Kamar Tidur Pembantu;Kamar Mandi Pembantu;Garasi;Jumlah Lantai;Kondisi Properti
110000000;Pantai Indah Kapuk, Jakarta Utara;;;120;170;1;HGB;Lainnya;0;0;1;2;Bagus
110000000;Pantai Indah Kapuk, Jakarta Utara;;;75;133;1;HGB;Lainnya;0;0;1;3;Bagus
28000000;Padalarang, Bandung;;;72;42;0;SHM;Lainnya;0;0;0;;Bagus
170000000;Bintaro, Tangerang Selatan;;;238;172;1;SHM;Lainnya;0;0;1;3;Bagus
35000000;Bandung Kota, Bandung;;;100;110;0;SHM;900;0;0;0;;Lainnya
40000000;Dadap, Tangerang;;;72;100;1;Hak Sewa;Lainnya;0;0;0;2;Bagus
130000000;Pasar Minggu, Jakarta Selatan;;;144;250;2;SHM;Lainnya;0;0;0;2;Bagus
65000000;Duren Sawit, Jakarta Timur;;;90;110;2;SHM;Lainnya;0;0;0;2;Sudah Renovasi
25000000;Banguntapan, Bantul;;;130;80;1;SHM;Lainnya;0;0;1;1;Bagus
63000000;Bintaro, Tangerang Selatan;;;105;107;1;SHM;Lainnya;0;0;0;2;Bagus
50000000;Bangka, Jakarta Selatan;;;900;600;0;Lainnya;Lainnya;0;0;4;;Lainnya
89000000;Jagakarsa, Jakarta Selatan;;;100;175;1;SHM;Lainnya;0;0;1;2;Bagus
35000000;Jatikarya, Bekasi;;;75;100;0;SHM;Lainnya;0;0;1;2;Bagus
160000000;BSB City, Semarang;;;230;160;0;SHM;Lainnya;0;0;0;1;Bagus
600000000;Dago, Bandung;;;1060;700;0;SHM;6600;0;0;0;;Bagus
99000000;Dago, Bandung;;;163;246;0;SHM;Lainnya;0;0;0;2;Bagus
120000000;Kota Baru Parahyangan, Bandung;;;165;99;0;SHM;Lainnya;0;0;0;1;Bagus
35000000;Kedung Halang, Bogor;;;78;110;1;SHM;1300;0;0;0;2;Sudah Renovasi
165000000;Pejaten, Jakarta Selatan;;;200;250;1;SHM;Lainnya;0;0;0;2;Bagus
600000000;Lippo Karawaci, Tangerang;;;700;567;7;SHM;Lainnya;0;0;2;2;Bagus
280000000;Pejaten, Jakarta Selatan;;;510;400;6;SHM;;0;0;;;
150000000;Rungkut, Surabaya;;;500;400;0;SHM;Lainnya;0;0;0;2;Bagus
72000000;Sukolilo, Surabaya;;;114;169;2;HGB;3500;0;0;0;2;Bagus
155000000;Ngagel, Surabaya;;;300;485;0;Lainnya;Lainnya;0;0;0;2;Sudah Renovasi
165000000;Cilandak, Jakarta Selatan;;;45;102;1;SHM;2200;0;0;0;3;Bagus
53000000;Arcamanik, Bandung;;;144;120;1;SHM;Lainnya;0;0;0;1;Bagus
80000000;Semarang Barat, Semarang;;;200;125;0;SHM;Lainnya;0;0;0;1;Bagus
55000000;Bintaro, Tangerang Selatan;;;120;150;1;SHM;Lainnya;0;0;0;2;Renovasi Minimum
155000000;Tomang, Jakarta Barat;;;320;500;2;SHM;Lainnya;0;0;2;2;Bagus
80000000;Tomang, Jakarta Barat;;;150;150;1;SHM;Lainnya;0;0;1;2;Bagus
28000000;Derwati, Bandung;;;60;100;1;SHM;1300;0;0;0;2;Bagus
110000000;Serpong Villa Melati Mas, Tangerang Selatan;;;387;245;4;Lainnya;Lainnya;0;0;0;2;Bagus
100000000;BSD Delatinos, Tangerang;;;200;220;0;SHM;Lainnya;0;0;0;2;Bagus
200000000;Lippo Karawaci, Tangerang;;;360;450;2;HGB;6600;0;0;1;2;Bagus
85000000;Karang Tengah, Tangerang;;;96;96;0;SHM;Lainnya;0;0;0;2;Bagus
100000000;Tanjung Duren, Jakarta Barat;;;168;115;2;Lainnya;6600;0;0;0;;Bagus
67000000;BSD The Green, Tangerang;;;263;140;2;SHM;4400;0;0;0;1;Bagus
50000000;Gading Serpong Omaha Village, Tangerang;;;64;150;0;SHM;3500;0;0;0;3;Bagus
768000000;Kemang, Jakarta Selatan;;;1500;450;8;SHM;Lainnya;0;0;4;1;Bagus
155000000;Buah Batu, Bandung;;;154;250;0;SHM;Lainnya;0;0;0;;
41000000;Bekasi, Bekasi;;;71;100;1;SHM;Lainnya;0;0;0;2;Bagus
55000000;Cimahpar, Bogor;;;105;93;0;SHM;2200;0;0;0;;Bagus
80000000;Katulampa, Bogor;;;150;150;0;SHM;4400;0;0;0;;Bagus
55000000;Pegadungan, Jakarta Barat;;;120;200;1;SHM;Lainnya;0;0;0;2;Bagus
48000000;BSD, Tangerang;;;40;48;1;PPJB;2200;0;0;0;2;Bagus
65000000;Kelapa Gading, Jakarta Utara;;;70;70;0;SHM;2200;0;0;0;1;Bagus
100000000;Antapani, Bandung;;;250;150;2;SHM;2200;0;0;0;1;Bagus
125000000;Kebon Jeruk, Jakarta Barat;;;350;350;1;SHM;Lainnya;0;0;1;1;Bagus
250000000;Thamrin, Jakarta Pusat;;;136;270;1;HGB;6600;0;0;0;2;Renovasi Minimum
53000000;Arcamanik, Bandung;;;144;120;1;SHM;900;0;0;0;1;Bagus
68000000;Green Lake City, Jakarta Barat;;;90;102;0;SHM;Lainnya;0;0;0;2;Bagus
75000000;Harapan Indah, Bekasi;;;200;300;0;SHM;Lainnya;0;0;0;2;Bagus
75000000;Harapan Indah, Bekasi;;;200;300;0;SHM;Lainnya;0;0;0;1;Bagus
90000000;Jatibening, Bekasi;;;200;1;0;Lainnya;Lainnya;0;0;0;2;Bagus
90000000;Cikarang, Bekasi;;;216;117;1;SHM;Lainnya;0;0;1;2;Bagus
42000000;Taman Kopo Indah, Bandung;;;119;84;1;SHM;1300;0;0;0;1;Bagus
125000000;Pasteur, Bandung;;;196;258;0;SHM;2200;0;0;0;;Bagus
95000000;Bintaro, Tangerang Selatan;;;110;160;0;Lainnya;Lainnya;0;0;0;1;Bagus
60000000;Pasir Luyu, Bandung;;;140;180;0;SHM;Lainnya;0;0;0;1;Bagus
90000000;Lippo Cikarang, Cikarang;;;200;150;0;SHM;2200;0;0;1;2;Bagus
50000000;Malang Kota, Malang;;;158;158;1;SHM;2200;0;0;0;1;Bagus
38000000;Bojongsoang, Bandung;;;93;90;1;SHM;1300;0;0;0;1;Bagus
90000000;Pondok Ranji, Tangerang;;;154;176;1;HGB;Lainnya;0;0;1;3;Sudah Renovasi
55000000;Pungkur, Bandung;;;130;260;1;SHM;Lainnya;0;0;0;1;Renovasi Minimum
42000000;panyileukan, Bandung;;;135;135;1;SHM;Lainnya;0;0;1;2;Lainnya
275000000;Cipete, Jakarta Selatan;;;650;500;2;SHM;7700;0;0;2;1;Bagus
24000000;Pejuang, Bekasi;;;60;50;1;SHM;1300;0;0;1;1;Bagus
450000000;Jeruk Purut, Jakarta Selatan;;;300;221;2;Lainnya;Lainnya;0;0;2;2;Bagus
60000000;Sutorejo, Surabaya;;;210;200;0;SHM;Lainnya;0;0;0;1;Bagus
80000000;Dukuh Kupang, Surabaya;;;350;150;1;SHM;Lainnya;0;0;1;1;Bagus
650000000;Cilandak, Jakarta Selatan;;;300;380;2;Hak Sewa;11000;0;0;2;3;Bagus
35000000;Araya, Malang;;;70;40;1;HGB;2200;0;0;0;1;Bagus
100000000;Lippo Karawaci, Tangerang;;;205;235;1;SHM;Lainnya;0;0;1;2;Sudah Renovasi
45000000;Balikpapan Timur, Balikpapan;;;162;145;0;Lainnya;2200;0;0;0;2;Lainnya
50000000;Dukuh Pakis, Surabaya;;;112;112;0;Lainnya;Lainnya;0;0;0;2;Lainnya
50000000;Kota Baru Parahyangan, Bandung;;;120;62;1;SHM;Lainnya;0;0;0;1;Lainnya
400000000;BSD, Tangerang;;;396;465;2;Lainnya;23000;0;0;2;3;Bagus
70000000;Bintaro, Jakarta Selatan;;;150;120;0;SHM;4400;0;0;0;2;Bagus
150000000;Setra Duta, Bandung;;;305;250;2;SHM;Lainnya;0;0;2;2;Bagus
60000000;Semolowaru, Surabaya;;;135;100;1;Lainnya;2200;0;0;0;2;Bagus
500000000;Golf Island, Jakarta Utara;;;480;444;2;HGB;5500;0;0;2;3;Baru
60000000;Kota Baru Parahyangan, Bandung;;;108;70;1;SHM;Lainnya;0;0;0;2;Bagus
50000000;Tangerang Kota, Tangerang;;;60;120;1;Lainnya;4400;0;0;0;2;Bagus
130000000;Pasir Koja, Bandung;;;400;300;2;SHM;Lainnya;0;0;1;1;Lainnya
85000000;Modernland, Tangerang;;;135;135;0;SHM;Lainnya;0;0;0;2;Bagus
45000000;Harapan Indah, Bekasi;;;126;100;1;Lainnya;2200;0;0;0;1;Bagus
110000000;Raya Darmo, Surabaya;;;200;200;0;Lainnya;Lainnya;0;0;0;2;Bagus
50000000;Harapan Indah, Bekasi;;;77;77;1;SHM;Lainnya;0;0;0;2;Bagus
110000000;Wonokromo, Surabaya;;;200;200;0;Lainnya;Lainnya;0;0;0;2;Bagus
65000000;Duren Sawit, Jakarta Timur;;;100;200;2;Lainnya;2200;0;0;0;2;Bagus
26000000;Semarang Tengah, Semarang;;;108;108;0;SHM;1300;0;0;0;2;Bagus
175000000;Kalasan, Sleman;;;300;345;2;SHM;Lainnya;0;0;2;2;Bagus
38000000;Tidar, Malang;;;120;70;1;SHM;1300;0;0;0;1;Bagus
29000000;Banjarsari, Solo;;;100;80;1;SHM;Lainnya;0;0;0;1;Bagus
240000000;BSD, Tangerang;;;300;260;1;Lainnya;Lainnya;0;0;0;2;Bagus
120000000;Kota Baru Parahyangan, Bandung;;;165;99;1;SHM;3300;0;0;0;2;Bagus
672000000;Cilandak, Jakarta Selatan;;;800;500;3;SHM;23000;0;0;2;1;Bagus
35000000;Astanaanyar, Bandung;;;66;120;1;Lainnya;Lainnya;0;0;0;2;Bagus
65000000;BSD City, Tangerang;;;128;140;1;Lainnya;Lainnya;0;0;0;1;Lainnya
100000000;Semanan, Jakarta Barat;;;180;225;2;SHM;4400;0;0;0;2;Bagus
30000000;Tidar, Malang;;;185;150;1;SHM;2200;0;0;0;1;Bagus
130000000;Tangerang Kota, Tangerang;;;250;625;0;Lainnya;4400;0;0;0;3;Bagus
400000000;BSD, Tangerang;;;396;465;1;Lainnya;Lainnya;0;0;2;3;Bagus
450000000;BSD, Tangerang;;;300;470;2;Lainnya;Lainnya;0;0;2;3;Bagus
65000000;Ngaglik, Sleman;;;1250;800;10;SHM;Lainnya;0;0;0;1;Renovasi Minimum
35000000;Grogol, Sukoharjo;;;120;150;1;SHM;Lainnya;0;0;0;2;Bagus
150000000;Batununggal, Bandung;;;375;500;2;SHM;7700;0;0;2;2;Bagus
43000000;Pamulang, Tangerang Selatan;;;74;75;1;SHM;3500;0;0;0;2;Bagus
85000000;Cipondoh, Tangerang;;;144;144;1;SHM;4400;0;0;0;2;Bagus
75000000;Harapan Indah, Bekasi;;;200;300;0;SHM;Lainnya;0;0;0;2;Lainnya
300000000;Sayap Dago, Bandung;;;600;650;2;SHM;Lainnya;0;0;1;1;Butuh Renovasi
88000000;Citra Grand, Jakarta Timur;;;205;157;1;Lainnya;2200;0;0;0;2;Bagus
55000000;Makassar, Makassar;;;112;76;2;HGB;1300;0;0;0;2;Bagus
45000000;Biring Kanaya, Makassar;;;112;76;1;Lainnya;Lainnya;0;0;0;1;Bagus
60000000;Ciputat Timur, Tangerang Selatan;;;72;60;1;Lainnya;2200;0;0;0;1;Sudah Renovasi
48000000;Podomoro Park Bandung, Bandung;;;84;55;1;SHM;1300;0;0;0;1;Bagus
50000000;Harapan Indah, Bekasi;;;77;77;0;SHM;Lainnya;0;0;0;2;Bagus
50000000;Harapan Indah, Bekasi;;;77;77;0;HGB;Lainnya;0;0;0;;
60000000;Cibubur, Jakarta Timur;;;102;100;1;Lainnya;2200;0;0;0;2;Bagus
80000000;Pantai Indah Kapuk, Jakarta Utara;;;69;207;1;SHM;Lainnya;0;0;0;3;Bagus
110000000;Jatibening, Bekasi;;;340;300;1;SHM;3300;0;0;1;2;Bagus
55000000;Cakung, Jakarta Timur;;;128;120;2;SHM;2200;0;0;2;2;Bagus
615000000;Kebayoran Baru, Jakarta Selatan;;;260;400;2;Lainnya;Lainnya;0;0;2;2;Bagus
110000000;Sarijadi, Bandung;;;300;250;1;SHM;2200;0;0;1;2;Bagus
350000000;Jakarta Garden City, Jakarta Timur;;;400;250;1;SHM;Lainnya;0;0;1;2;Bagus
120000000;Cakung, Jakarta Timur;;;200;200;0;SHM;3500;0;0;0;2;Lainnya
43000000;Antapani, Bandung;;;100;78;1;SHM;Lainnya;0;0;0;1;Renovasi Minimum
28000000;Riau, Bandung;;;80;80;0;HGB;900;0;0;0;2;Renovasi Minimum
60000000;Kelapa Gading, Jakarta Utara;;;105;160;1;SHM;Lainnya;0;0;1;2;Sudah Renovasi
46000000;Cibubur, Bekasi;;;102;90;1;SHM;Lainnya;0;0;0;2;Bagus
275000000;Pantai Indah Kapuk, Jakarta Utara;;;160;250;2;SHM;Lainnya;0;0;1;2;Bagus
35000000;Gede Bage, Bandung;;;90;150;1;SHM;Lainnya;0;0;0;2;Bagus
1000000000;Padalarang, Bandung Barat;;;111;80;1;SHM;Lainnya;0;0;0;1;Bagus
200000000;Seminyak, Badung;;;150;250;0;Lainnya;3300;0;0;;;
60000000;Renon, Denpasar;;;80;74;1;SHM;Lainnya;0;0;0;2;Bagus
315000000;Cipete, Jakarta Selatan;;;267;300;2;SHM;3500;0;0;1;2;Bagus
250000000;Pondok Indah, Jakarta Selatan;;;320;300;0;SHM;17600;0;0;2;1;Bagus
1000000000;Cikini, Jakarta Pusat;;;955;1000;3;HGB;13300;0;0;1;2;Bagus
135000000;Kota Baru Parahyangan, Bandung;;;200;109;1;SHM;Lainnya;0;0;0;1;Bagus
65000000;Arcamanik, Bandung;;;99;120;2;SHM;Lainnya;0;0;0;2;Bagus
30000000;Jababeka, Bekasi;;;55;86;0;Lainnya;1300;0;0;1;2;Bagus
85000000;Kelapa Gading, Jakarta Utara;;;102;190;0;SHM;4400;0;0;0;;Bagus
30000000;BSB City, Semarang;;;120;60;1;SHM;Lainnya;0;0;0;1;Sudah Renovasi
35000000;Tanah Sareal, Bogor;;;90;160;1;SHM;1300;0;0;0;2;Bagus
65000000;Podomoro Park Bandung, Bandung;;;90;94;1;SHM;2200;0;0;1;2;Bagus
175000000;Surabaya Kota, Surabaya;;;171;350;0;Lainnya;Lainnya;0;0;0;1;Bagus
80000000;Surabaya Kota, Surabaya;;;144;170;0;Lainnya;Lainnya;0;0;0;1;Bagus
110000000;Pakuwon Indah, Surabaya;;;162;150;0;SHM;Lainnya;0;0;0;2;Bagus
90000000;BSB City, Semarang;;;150;96;1;SHM;2200;0;0;0;2;Bagus
250000000;Rawamangun, Jakarta Timur;;;350;750;0;SHM;7700;0;0;0;;Bagus
160000000;Cimahi Utara, Cimahi;;;235;300;2;SHM;2200;0;0;1;2;Bagus
20000000;Cikupa Citra Raya, Tangerang;;;84;66;0;SHM;2200;0;0;0;1;Bagus
28000000;Suvarna Sutera, Tangerang;;;75;100;1;Lainnya;Lainnya;0;0;0;2;Bagus
500000000;Golf Island, Jakarta Utara;;;250;360;2;HGB;Lainnya;0;0;1;2;Bagus
130000000;Cikupa Citra Raya, Tangerang;;;300;300;2;SHM;5500;0;0;1;2;Bagus
125000000;Muara Karang, Jakarta Utara;;;200;200;2;Lainnya;Lainnya;0;0;0;;Bagus
90000000;Pantai Indah Kapuk 2, Jakarta Utara;;;90;136;2;Hak Sewa;4400;0;0;0;2;Bagus
81000000;Pondok Indah, Jakarta Selatan;;;449;600;2;Lainnya;23000;0;0;2;2;Bagus
36000000;Taman Kopo Indah, Bandung;;;77;77;1;SHM;2200;0;0;0;1;Bagus
75000000;Mekar Wangi, Bandung;;;135;135;2;SHM;4400;0;0;1;2;Bagus
35000000;Taman Kopo Indah, Bandung;;;117;70;1;SHM;1300;0;0;0;1;Bagus
150000000;Buah Batu, Bandung;;;168;111;2;SHM;7600;0;0;0;2;Bagus
165000000;Kota Baru Parahyangan, Bandung;;;400;260;1;SHM;2200;0;0;1;3;Bagus
95000000;Antapani, Bandung;;;240;320;4;SHM;2200;0;0;1;3;Bagus
37000000;Taman Kopo Indah, Bandung;;;162;100;1;SHM;3300;0;0;0;1;Bagus
40000000;Taman Kopo Indah, Bandung;;;135;135;1;SHM;Lainnya;0;0;0;2;Bagus
210000000;BSD City, Tangerang;;;84;84;0;Lainnya;Lainnya;0;0;0;3;Bagus
396000000;Pejaten, Jakarta Selatan;;;972;370;1;SHM;Lainnya;0;0;2;2;Bagus
27000000;Suvarna Sutera, Tangerang;;;75;100;1;Lainnya;Lainnya;0;0;0;2;Bagus
18000000;Sedati, Sidoarjo;;;112;1;0;Lainnya;Lainnya;0;0;0;1;Lainnya
70000000;Pantai Indah Kapuk, Jakarta Utara;;;48;72;1;Hak Sewa;Lainnya;0;0;0;2;Bagus
350000000;Pantai Indah Kapuk, Jakarta Utara;;;250;350;3;SHM;11000;0;0;1;4;Bagus
35000000;Serpong Regency Melati Mas, Tangerang Selatan;;;72;100;1;Lainnya;Lainnya;0;0;0;1;Bagus
95000000;Moch Toha, Bandung;;;170;300;0;SHM;Lainnya;0;0;0;2;Bagus
37000000;BSD, Tangerang;;;112;80;1;Lainnya;2200;0;0;0;1;Bagus
23000000;Suvarna Sutera, Tangerang;;;136;84;1;Lainnya;Lainnya;0;0;0;1;Bagus
85000000;Bandung Kota, Bandung;;;130;227;1;SHM;Lainnya;0;0;1;2;Bagus
450000000;Cilandak, Jakarta Selatan;;;514;700;2;SHM;Lainnya;0;0;2;2;Bagus
82000000;Citra Grand, Jakarta Timur;;;128;160;1;Lainnya;4400;0;0;0;2;Bagus
80000000;Kelapa Gading, Jakarta Utara;;;90;70;0;HGB;Lainnya;0;0;0;1;Bagus
60000000;Jakarta Garden City, Jakarta Timur;;;90;63;0;PPJB;Lainnya;0;0;0;1;Lainnya
500000000;Kemang, Jakarta Selatan;;;220;380;2;SHM;Lainnya;0;0;1;2;Bagus
35000000;Bandung Wetan, Bandung;;;72;50;1;SHM;2200;0;0;0;1;Bagus
70000000;Pondok Hijau, Bandung;;;144;100;1;SHM;Lainnya;0;0;0;1;Bagus
70000000;Cakung, Jakarta Timur;;;240;96;0;SHM;Lainnya;0;0;0;1;Bagus
35000000;Jakarta Garden City, Jakarta Timur;;;90;56;2;SHM;2200;0;0;0;2;Bagus
120000000;Kota Baru Parahyangan, Bandung;;;220;138;1;SHM;Lainnya;0;0;1;2;Bagus
745000000;Cipete, Jakarta Selatan;;;300;350;0;Hak Sewa;7700;0;0;2;3;Bagus
65000000;Pondok Hijau, Bandung;;;160;200;1;SHM;Lainnya;0;0;0;1;Bagus
150000000;Renon, Denpasar;;;164;180;1;SHM;;0;0;0;;
100000000;Kebayoran Baru, Jakarta Selatan;;;141;70;2;SHM;Lainnya;0;0;0;1;Bagus
72000000;BSD City, Tangerang;;;60;88;1;PPJB;Lainnya;0;0;1;1;Bagus
75000000;Harapan Indah, Bekasi;;;200;300;1;SHM;Lainnya;0;0;0;2;Bagus
42000000;Harapan Indah, Bekasi;;;126;100;1;SHM;2200;0;0;0;1;Bagus
90000000;Meruya, Jakarta Barat;;;300;200;3;SHM;Lainnya;0;0;0;2;Bagus
47000000;Harapan Indah, Bekasi;;;108;90;1;SHM;2200;0;0;0;2;Bagus
170000000;Fatmawati, Jakarta Selatan;;;45;102;1;SHM;4400;0;0;0;3;Bagus
130000000;Pondok Bambu, Jakarta Timur;;;200;350;0;SHM;Lainnya;0;0;0;2;Bagus
53000000;Gondokusuman, Yogyakarta;;;254;170;3;SHM;Lainnya;0;0;0;1;Lainnya
40000000;Harapan Indah, Bekasi;;;90;70;1;SHM;2200;0;0;0;2;Bagus
240000000;Sunter, Jakarta Utara;;;360;520;0;SHM;Lainnya;0;0;0;2;Bagus
26000000;Tamalanrea, Makassar;;;120;100;0;SHM;Lainnya;0;0;1;1;Bagus
45000000;Taman Holis Indah, Bandung;;;114;90;0;SHM;Lainnya;0;0;0;1;Bagus
40000000;Bojongsoang, Bandung;;;85;54;0;SHM;Lainnya;0;0;0;1;Bagus
650000000;Cilandak, Jakarta Selatan;;;500;350;0;Lainnya;Lainnya;0;0;4;;Lainnya
110000000;Bintaro, Jakarta Selatan;;;135;120;1;SHM;3500;0;0;0;2;Bagus
130000000;Kesiman, Denpasar;;;100;180;0;SHM;Lainnya;0;0;1;2;Bagus
250000000;Sunter, Jakarta Utara;;;300;480;0;SHM;Lainnya;0;0;0;2;Bagus
110000000;Jatibening, Bekasi;;;250;200;3;SHM;Lainnya;0;0;0;2;Bagus
75000000;Jakarta Garden City, Jakarta Timur;;;140;115;2;SHM;4400;0;0;0;2;Bagus
40000000;Curug, Tangerang;;;84;69;1;PPJB;Lainnya;0;0;0;1;Bagus
37000000;Cukang Galih, Tangerang;;;84;59;1;PPJB;2200;0;0;0;1;Bagus
42000000;Tegalrejo, Yogyakarta;;;100;65;1;SHM;2200;0;0;0;1;Bagus
35000000;Sentul, Bogor;;;105;55;2;SHM;1300;0;0;0;1;Baru
250000000;Mampang Prapatan, Jakarta Selatan;;;117;250;2;SHM;Lainnya;0;0;2;3;Bagus
140000000;Denpasar Timur, Denpasar;;;165;350;0;SHM;4400;0;0;;;
160000000;Umbulharjo, Yogyakarta;;;657;300;1;SHM;2200;0;0;0;2;Bagus
59000000;Citra Grand, Jakarta Timur;;;153;123;1;HGB;Lainnya;0;0;0;2;Bagus
450000000;Bandung Wetan, Bandung;;;549;400;3;SHM;Lainnya;0;0;1;1;Bagus
45000000;Harapan Indah, Bekasi;;;126;100;1;SHM;2200;0;0;0;1;Bagus
45000000;Jatibening, Bekasi;;;200;200;1;SHM;Lainnya;0;0;0;1;Bagus
150000000;BSD, Tangerang;;;200;130;1;SHM;3500;0;0;1;1;Bagus
120000000;Ungasan, Badung;;;150;130;1;SHM;1300;0;0;1;1;Bagus
30000000;Taman Kopo Indah, Bandung;;;72;50;1;SHM;Lainnya;0;0;0;1;Bagus
45000000;Harapan Indah, Bekasi;;;126;100;0;SHM;Lainnya;0;0;0;1;Bagus
95000000;Cibeunying, Bandung;;;330;280;1;SHM;2200;0;0;0;1;Bagus
50000000;Taman Kopo Indah, Bandung;;;114;114;1;SHM;4400;0;0;0;1;Bagus
65000000;Summarecon Bandung, Bandung;;;90;90;1;SHM;1300;0;0;0;2;Bagus
50000000;Metland Menteng, Jakarta Timur;;;120;110;2;SHM;2200;0;0;0;2;Bagus
500000000;Kemang, Jakarta Selatan;;;700;350;2;SHM;16500;0;0;2;1;Bagus
60000000;BSD, Tangerang;;;105;108;1;Lainnya;Lainnya;0;0;0;1;Bagus
235000000;Pantai Indah Kapuk, Jakarta Utara;;;120;120;1;Lainnya;Lainnya;0;0;1;3;Bagus
250000000;Setra Sari, Bandung;;;380;440;1;Lainnya;2200;0;0;1;2;Bagus
55000000;Denpasar Barat, Denpasar;;;80;60;1;SHM;Lainnya;0;0;0;1;Bagus
26000000;Cikupa Citra Raya, Tangerang;;;60;27;0;HGB;Lainnya;0;0;0;1;Bagus
105000000;Sunter, Jakarta Utara;;;320;212;1;SHM;Lainnya;0;0;0;1;Renovasi Minimum
60000000;Jakarta Garden City, Jakarta Timur;;;90;63;0;PPJB;Lainnya;0;0;0;2;Bagus
450000000;Kerobokan Kelod, Badung;;;281;225;0;SHM;Lainnya;0;0;1;2;Bagus
135000000;Denpasar Barat, Denpasar;;;200;170;0;SHM;Lainnya;0;0;1;2;Bagus
60000000;Cakung, Jakarta Timur;;;90;63;0;PPJB;Lainnya;0;0;0;1;Bagus
280000000;Pondok Indah, Jakarta Selatan;;;190;210;1;SHM;Lainnya;0;0;1;2;Bagus
20000000;Gunung Sindur, Bogor;;;81;39;1;SHM;Lainnya;0;0;0;1;Bagus
35000000;Batununggal, Bandung;;;90;90;1;SHM;1300;0;0;0;;Sudah Renovasi
40000000;Harapan Indah, Bekasi;;;90;70;0;SHM;Lainnya;0;0;0;2;Bagus
50000000;Gading Serpong, Tangerang;;;72;75;1;SHM;2200;0;0;0;2;Bagus
78000000;Citra Garden, Jakarta Barat;;;90;120;2;SHM;2200;0;0;0;2;Bagus
55000000;Tabanan, Tabanan;;;100;80;1;SHM;Lainnya;0;0;0;1;Bagus
36000000;Taman Palem, Jakarta Barat;;;45;52;1;SHM;Lainnya;0;0;0;2;Lainnya
225000000;Thamrin, Jakarta Pusat;;;120;200;0;HGB;Lainnya;0;0;0;2;Bagus
12000000;Maja, Lebak;;;72;27;0;SHM;Lainnya;0;0;0;1;Lainnya
35000000;Cibubur, Jakarta Timur;;;105;70;1;SHM;Lainnya;0;0;0;1;Bagus
60000000;Kramatwatu, Serang;;;72;45;1;Lainnya;Lainnya;0;0;0;;Bagus
50000000;Citra Garden, Jakarta Barat;;;114;54;1;SHM;3300;0;0;0;1;Renovasi Minimum
75000000;Duren Sawit, Jakarta Timur;;;108;186;1;SHM;Lainnya;0;0;0;2;Sudah Renovasi
90000000;Serpong, Tangerang Selatan;;;180;160;2;Lainnya;Lainnya;0;0;1;2;Bagus
600000000;Krian, Sidoarjo;;;120;54;0;SHM;1300;0;0;0;;
785000000;Cipete, Jakarta Selatan;;;300;350;0;Hak Sewa;7600;0;0;2;3;Bagus
60000000;Citra Garden, Jakarta Barat;;;90;158;2;SHM;2200;0;0;0;2;Bagus
175000000;Golf Island, Jakarta Utara;;;120;169;1;Lainnya;4400;0;0;0;2;Bagus
60000000;Gianyar, Gianyar;;;250;100;0;SHM;Lainnya;0;0;1;1;Bagus
70000000;Harapan Indah, Bekasi;;;105;100;1;SHM;2200;0;0;1;2;Bagus
170000000;Warung Buncit, Jakarta Selatan;;;240;250;2;SHM;4400;0;0;2;2;Bagus
45000000;Cipondoh, Tangerang;;;63;86;1;SHM;4400;0;0;0;2;Bagus
792000000;Cipete, Jakarta Selatan;;;300;350;1;SHM;Lainnya;0;0;1;2;Bagus
150000000;Duren Sawit, Jakarta Timur;;;250;280;2;SHM;5500;0;0;0;2;Bagus
45000000;Sukolilo, Surabaya;;;135;110;0;Lainnya;Lainnya;0;0;0;1;Lainnya
752000000;Cipete, Jakarta Selatan;;;300;350;1;SHM;Lainnya;0;0;1;2;Bagus
60000000;Citra Garden, Jakarta Barat;;;90;90;0;SHM;Lainnya;0;0;0;2;Bagus
47000000;Harapan Indah, Bekasi;;;108;90;0;SHM;Lainnya;0;0;0;2;Bagus
110000000;Maguwoharjo, Yogyakarta;;;250;350;1;SHM;2200;0;0;1;2;Bagus
50000000;Cakung, Jakarta Timur;;;120;110;0;SHM;Lainnya;0;0;0;2;Bagus
250000000;Sunter, Jakarta Utara;;;300;200;0;Lainnya;Lainnya;0;0;0;2;Lainnya
891000000;Cipete, Jakarta Selatan;;;500;500;1;SHM;Lainnya;0;0;2;2;Bagus
80000000;BSD, Tangerang;;;180;160;1;SHM;Lainnya;0;0;0;2;Bagus
500000000;BSD, Tangerang;;;600;500;0;Lainnya;450;0;0;0;1;Lainnya
110000000;Tenggilis Mejoyo, Surabaya;;;200;300;0;SHM;Lainnya;0;0;0;2;Bagus
80000000;Duren Sawit, Jakarta Timur;;;150;250;2;SHM;Lainnya;0;0;0;2;Bagus
125000000;Pantai Indah Kapuk, Jakarta Utara;;;75;158;1;Lainnya;4400;0;0;0;3;Bagus
110000000;Ngaglik, Sleman;;;250;200;1;SHM;2200;0;0;0;3;Bagus
160000000;Renon, Denpasar;;;201;170;1;SHM;Lainnya;0;0;1;2;Bagus
750000000;Kemang, Jakarta Selatan;;;376;928;2;SHM;Lainnya;0;0;3;2;Bagus
35000000;Condong Catur, Sleman;;;85;80;1;SHM;3500;0;0;0;2;Bagus
85000000;Cengkareng, Jakarta Barat;;;105;140;0;SHM;Lainnya;0;0;0;2;Bagus
